year,race_name,circuit,driver,team,finish_pos,status,start_grid,fp1_time,fp2_time,fp3_time,quali_pos,q1,q2,q3,pit_count,pit_time_total,avg_temp,avg_rain,overtakes,penalties,sc_count,vsc_count,red_flag_count,hist_avg_finish
2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,BOT,Mercedes,2.0,Finished,2.0,78.148,78.611,77.294,2.0,0 days 00:01:17.674000,0 days 00:01:17.111000,0 days 00:01:16.213000,,,16.050476190476193,0.7904761904761904,7,0,4,2,1,8.0
2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,VER,Red Bull Racing,3.0,Finished,5.0,79.187,78.533,79.013,5.0,0 days 00:01:17.411000,0 days 00:01:17.266000,0 days 00:01:16.816000,,,16.050476190476193,0.7904761904761904,6,0,4,2,1,13.333333333333334
2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,VET,Ferrari,4.0,Finished,3.0,79.098,78.585,77.55,3.0,0 days 00:01:17.031000,0 days 00:01:16.802000,0 days 00:01:16.305000,,,16.050476190476193,0.7904761904761904,5,0,4,2,1,6.0
2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,RIC,Red Bull Racing,5.0,Finished,6.0,79.871,78.392,77.981,6.0,0 days 00:01:17.623000,0 days 00:01:17.638000,0 days 00:01:16.818000,,,16.050476190476193,0.7904761904761904,4,0,4,2,1,12.666666666666666
2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,MAG,Haas F1 Team,6.0,+1 Lap,7.0,80.637,79.643,78.357,7.0,0 days 00:01:18.169000,0 days 00:01:17.618000,0 days 00:01:17.676000,,,16.050476190476193,0.7904761904761904,3,0,4,2,1,11.5
2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,SAI,Renault,7.0,+1 Lap,9.0,81.053,80.672,78.783,9.0,0 days 00:01:18.480000,0 days 00:01:17.803000,0 days 00:01:17.790000,,,16.050476190476193,0.7904761904761904,4,0,4,2,1,7.0
2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,ALO,McLaren,8.0,+1 Lap,8.0,79.858,80.035,78.847,8.0,0 days 00:01:18.276000,0 days 00:01:18.100000,0 days 00:01:17.721000,,,16.050476190476193,0.7904761904761904,9,0,4,2,1,7.0
2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,PER,Force India,9.0,+2 Laps,15.0,80.924,79.962,79.376,15.0,0 days 00:01:18.740000,0 days 00:01:19.098000,,,,16.050476190476193,0.7904761904761904,12,0,4,2,1,7.5
2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,LEC,Sauber,10.0,+2 Laps,14.0,80.665,80.514,79.292,14.0,0 days 00:01:18.661000,0 days 00:01:18.910000,,,,16.050476190476193,0.7904761904761904,8,0,4,2,1,12.5
2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,STR,Williams,11.0,+2 Laps,18.0,82.756,81.556,79.9,19.0,0 days 00:01:20.225000,,,,,16.050476190476193,0.7904761904761904,8,0,4,2,1,11.0
2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,HAR,Toro Rosso,12.0,+2 Laps,20.0,81.373,81.265,79.428,20.0,,,,,,16.050476190476193,0.7904761904761904,8,0,4,2,1,15.0
2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,ERI,Sauber,13.0,+2 Laps,17.0,80.984,80.501,79.744,17.0,0 days 00:01:19.493000,,,,,16.050476190476193,0.7904761904761904,7,0,4,2,1,13.5
2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,SIR,Williams,14.0,+3 Laps,19.0,,82.06,79.909,18.0,0 days 00:01:19.695000,,,,,16.050476190476193,0.7904761904761904,8,0,4,2,1,17.5
2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,VAN,McLaren,15.0,Gearbox,11.0,80.083,79.722,79.236,11.0,0 days 00:01:18.885000,0 days 00:01:18.323000,,,,16.050476190476193,0.7904761904761904,7,1,4,2,1,11.0
2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,OCO,Force India,16.0,Oil leak,13.0,81.144,80.024,79.121,13.0,0 days 00:01:18.813000,0 days 00:01:18.696000,,,,16.050476190476193,0.7904761904761904,5,0,4,2,1,15.0
2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,RAI,Ferrari,17.0,Turbo,4.0,79.499,78.829,77.581,4.0,0 days 00:01:17.483000,0 days 00:01:17.071000,0 days 00:01:16.612000,,,16.050476190476193,0.7904761904761904,3,0,4,2,1,2.0
2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,GRO,Haas F1 Team,18.0,Collision,10.0,79.906,79.579,78.706,10.0,0 days 00:01:18.305000,0 days 00:01:17.699000,0 days 00:01:17.835000,,,16.050476190476193,0.7904761904761904,0,0,4,2,1,16.0
2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,GAS,Toro Rosso,19.0,Collision,12.0,80.508,80.373,78.886,12.0,0 days 00:01:18.550000,0 days 00:01:18.463000,,,,16.050476190476193,0.7904761904761904,0,0,4,2,1,15.0
2018,Spanish Grand Prix,Circuit de Barcelona-Catalunya,HUL,Renault,20.0,Collision,16.0,81.159,80.183,78.905,16.0,0 days 00:01:18.923000,,,,,16.050476190476193,0.7904761904761904,0,0,4,2,1,18.0
2018,Monaco Grand Prix,Circuit de Monaco,RIC,Red Bull Racing,1.0,Finished,1.0,72.126,71.841,71.786,1.0,0 days 00:01:12.013000,0 days 00:01:11.278000,0 days 00:01:10.810000,,,26.640707964601766,0.12389380530973451,0,0,2,2,1,11.0
2018,Monaco Grand Prix,Circuit de Monaco,VET,Ferrari,2.0,Finished,2.0,73.041,72.413,72.023,2.0,0 days 00:01:12.415000,0 days 00:01:11.518000,0 days 00:01:11.039000,,,26.640707964601766,0.12389380530973451,1,0,2,2,1,4.0
2018,Monaco Grand Prix,Circuit de Monaco,HAM,Mercedes,3.0,Finished,3.0,72.48,72.536,72.273,3.0,0 days 00:01:12.460000,0 days 00:01:11.584000,0 days 00:01:11.232000,,,26.640707964601766,0.12389380530973451,2,0,2,2,1,1.0
2018,Monaco Grand Prix,Circuit de Monaco,RAI,Ferrari,4.0,Finished,4.0,73.066,72.543,72.142,4.0,0 days 00:01:12.639000,0 days 00:01:11.391000,0 days 00:01:11.266000,,,26.640707964601766,0.12389380530973451,2,0,2,2,1,9.5
2018,Monaco Grand Prix,Circuit de Monaco,BOT,Mercedes,5.0,Finished,5.0,73.502,72.642,72.356,5.0,0 days 00:01:12.434000,0 days 00:01:12.002000,0 days 00:01:11.441000,,,26.640707964601766,0.12389380530973451,3,0,2,2,1,8.0
2018,Monaco Grand Prix,Circuit de Monaco,OCO,Force India,6.0,Finished,6.0,74.0,73.382,72.94,6.0,0 days 00:01:13.028000,0 days 00:01:12.188000,0 days 00:01:12.061000,,,26.640707964601766,0.12389380530973451,4,0,2,2,1,17.5
